chrom	txStart	txEnd	strand	#name	name2	exonCount
chr1	88051354	88174859	+	NM_030184	Armc9	25
chr1	88199795	88203880	+	NM_145222	B3gnt7	2
chr1	88241293	88256030	-	NM_010880	Ncl	14
chr1	88247744	88247860	-	NR_028478	Snora75	1
chr1	88252834	88252902	-	NR_002851	Snord82	1
chr1	88256148	88264539	+	NR_015507	C130036L24Rik	2
chr1	88282899	88284716	-	NM_010341	Nmur1	2
chr1	88322903	88324624	+	NM_027966	1700019O17Rik	1
chr1	88423310	88427273	+	NM_008972	Ptma	5
chr1	88439589	88479076	-	NM_008801	Pde6d	5
chr1	88483674	88503075	+	NM_172974	Cops7b	7
chr1	88562867	88567148	-	NM_010933	Nppc	3
chr1	88600378	88946672	+	NM_001172157	Dis3l2	22
chr1	88983265	88986503	-	NM_007433	Alppl2	11
chr1	88994576	88998181	-	NM_001081082	Alpi	11
chr1	89021582	89024487	+	NM_007432	Akp3	11
chr1	89044229	89051602	-	NM_021306	Ecel1	17
chr1	89080067	89084979	+	NM_027084	Prss56	13
chr1	89087226	89096645	+	NM_021600	Chrnd	12
chr1	89102385	89108410	+	NM_009604	Chrng	12
chr1	89110488	89137063	+	NM_023314	Eif4e2	7
chr1	89160938	89207366	+	NM_028889	Efhd1	4
chr1	89223572	89347385	+	NM_146112	Gigyf2	29
chr1	89282858	89291304	-	NM_001110227	Kcnj13	3
chr1	89366838	89372034	+	NM_028473	3110079O15Rik	3
chr1	89373403	89406937	-	NM_019867	Ngef	13
chr1	89491124	89494415	+	NM_015750	Neu2	3
chr1	89516886	89617083	+	NM_010566	Inpp5d	27
chr1	89652585	89689003	+	NM_029846	Atg16l1	18
chr1	89681145	89681393	+	NR_028519	Scarna6	1
chr1	89700254	89741732	+	NM_009118	Sag	16
chr1	89749861	89841064	+	NM_177646	Dgkd	30
chr1	89841695	89905126	-	NM_001198573	Usp40	32
chr1	89951985	90116577	+	NM_201641	Ugt1a10	5
chr1	89967353	90116577	+	NM_201644	Ugt1a9	5
chr1	89991575	90116577	+	NM_201642	Ugt1a7c	5
chr1	89999831	90115573	+	NM_201410	Ugt1a6b	6
chr1	90031383	90116577	+	NM_145079	Ugt1a6a	6
chr1	90062586	90116577	+	NM_201643	Ugt1a5	5
chr1	90097185	90116577	+	NM_013701	Ugt1a2	5
chr1	90101306	90102323	-	NM_008299	Dnajb3	1
chr1	90108533	90116577	+	NM_201645	Ugt1a1	5
chr1	90123594	90158864	+	NM_001177364	Heatr7b1	43
chr1	90155430	90174154	-	NM_198652	Hjurp	8
chr1	90159687	90165983	-	NR_040291	6430706D22Rik	5
chr1	90161402	90174132	-	NM_172505	A730008H23Rik	5
chr1	90203286	90285426	+	NM_134252	Trpm8	27
chr1	90303593	90323013	+	NM_029269	Spp2	8
chr1	90396445	90406641	-	NM_008132	Glrp1	3
chr1	90448091	90458741	+	NR_037971	Gm19589	6
chr1	90594800	90598766	-	NM_177305	Arl4c	1
chr1	90651464	90652308	+	NR_040493	2410088K16Rik	3
chr1	90912687	90918785	+	NR_040471	1700067G17Rik	3
chr1	90967036	91050368	+	NM_133816	Sh3bp4	6
chr1	91256916	91302708	-	NR_040482	C030007H22Rik	3
chr1	91351385	91791857	+	NM_178119	Agap1	18
chr1	91573081	91580467	-	NR_015540	4933400F21Rik	4
chr1	91824536	91827751	-	NM_010262	Gbx2	2
chr1	91849252	91911152	-	NM_139152	Asb18	6
chr1	91938706	92049976	-	NM_029122	Iqca	19
chr1	92100577	92112863	+	NM_007722	Cxcr7	2
chr1	92499999	92509916	+	NM_133805	Cops8	8
chr1	92663434	92740548	-	NM_001243009	Col6a3	43
chr1	92811676	92847719	+	NM_053015	Mlph	16
chr1	92849684	92850589	+	NM_001101647	Prlh	2
chr1	92854709	92866197	-	NM_008998	Rab17	6
chr1	92895303	93025521	+	NM_001111312	Lrrfip1	13
chr1	93041679	93067372	+	NM_001033408	Rbm44	16
chr1	93076398	93121773	+	NM_016894	Ramp1	3
chr1	93146895	93182602	+	NM_026454	Ube2f	10
chr1	93194914	93217657	+	NM_016717	Scly	12
chr1	93218651	93244880	+	NM_001033292	Espnl	9
chr1	93247649	93258981	+	NM_027551	Klhl30	8
chr1	93263006	93270794	+	NM_173395	Fam132b	8
chr1	93272407	93295360	-	NM_023343	Ilkap	12
chr1	93301456	93302606	-	NR_026924	1700020N18Rik	3
chr1	93308059	93309799	-	NM_019479	Hes6	4
chr1	93312558	93355905	-	NM_011066	Per2	23
chr1	93391244	93425884	+	NM_028718	Traf3ip1	15
chr1	93437656	93456167	+	NM_023046	Asb1	5
chr1	93698053	93744604	+	NM_007855	Twist2	2
chr1	93829331	94044970	-	NM_207225	Hdac4	26
chr1	94336295	94370335	-	NM_024197	Ndufa10	10
chr1	94376257	94377196	-	NM_147038	Olfr1416	1
chr1	94387394	94388330	-	NM_001011525	Olfr1415	1
chr1	94407624	94415092	-	NM_147039	Olfr1414	2
chr1	94469701	94470783	+	NM_147037	Olfr1413	1
chr1	94484908	94485874	+	NM_146277	Olfr1412	1
chr1	94493097	94494069	+	NM_146490	Olfr1411	1
chr1	94504415	94505384	+	NM_146491	Olfr1410	1
chr1	94516457	94517578	+	NM_206896	Olfr12	1
chr1	94533721	94538525	-	NR_028108	Myeov2	3
chr1	94540794	94545418	-	NM_153114	Otos	5
chr1	94728262	94756773	+	NM_016696	Gpc1	9
chr1	94746954	94747020	+	NR_029559	Mir149	1
chr1	94766705	94799483	-	NM_172850	Ankmy1	18
chr1	94803565	94805197	+	NM_175118	Dusp28	2
chr1	94807401	94817162	+	NM_181405	Rnpepl1	11
chr1	94830119	94847167	-	NR_015525	9430060I03Rik	2
chr1	94830984	94844525	+	NM_011796	Capn10	12
chr1	94875479	94882968	+	NM_022320	Gpr35	2
chr1	94902910	94908846	+	NM_001159658	Aqp12	3
chr1	94912032	94998442	-	NM_008440	Kif1a	48
chr1	95031852	95041998	+	NM_016702	Agxt	11
chr1	95047931	95057447	-	NM_001159940	2310007B03Rik	6
chr1	95132473	95193025	+	NM_172463	Sned1	31
chr1	95195787	95202447	-	NM_178051	Mterfd2	4
chr1	95206013	95239365	-	NM_080850	Pask	18
chr1	95240221	95264195	+	NM_023200	Ppp1r7	10
chr1	95270472	95300079	+	NM_207031	Ano7	24
chr1	95302516	95375385	-	NM_133808	Hdlbp	28
chr1	95375569	95406309	+	NM_001159718	Sept2	12
chr1	95408680	95518553	+	NM_145519	Farp2	27
chr1	95517327	95532304	-	NM_021537	Stk25	12
chr1	95582270	95592339	+	NM_016778	Bok	5
chr1	95601967	95651415	-	NM_025920	Thap4	6
chr1	95651609	95686106	+	NM_174874	Atg4b	13
chr1	95689152	95698511	-	NM_001105667	Dtymk	5
chr1	95700541	95718677	+	NM_025454	Ing5	8
chr1	95721816	95748751	+	NM_178882	D2hgdh	10
chr1	95757920	95773071	+	NM_199366	Gal3st2	4
chr1	95815013	95837816	+	NM_001205249	Gm9994	4
chr1	95887085	95908116	+	NM_001039219	Gm6086	8
chr1	95917069	95924907	+	NM_173772	Neu4	4
chr1	95934881	95949130	-	NM_008798	Pdcd1	5
chr1	96694018	96699049	+	NR_040473	4930440C22Rik	4
chr1	97210204	97231861	+	NM_026321	Fam174a	3
chr1	97484258	97564171	-	NM_009183	St8sia4	5
chr1	97597760	97613095	-	NR_040479	4930598F16Rik	4
chr1	97887235	97918335	-	NR_040467	1700063A18Rik	3
chr1	98508633	98559150	-	NR_040478	4930533P14Rik	3
chr1	98715360	98768748	-	NM_172658	Slco4c1	13
chr1	98802752	98894137	-	NM_001039475	Slco6b1	15
chr1	98956025	99024880	-	NM_028942	Slco6c1	14
chr1	99540478	99558595	-	NM_133825	D1Ertd622e	3
chr1	99602622	99666669	-	NM_173760	Ppip5k2	28
chr1	99666755	99689548	+	NM_026250	Gin1	8
chr1	99717670	99992209	-	NM_013626	Pam	26
chr1	99927699	99944370	-	NR_037993	B230216N24Rik	3
chr1	100028043	100041232	+	NR_040439	1810006J02Rik	3
chr1	100317700	100405957	+	NM_027584	Slco6d1	14
chr1	101669341	102382519	+	NM_172851	Cntnap5b	24
chr1	103052344	103071779	+	NR_037989	Gm20268	3
chr1	106665395	106892058	+	NM_011800	Cdh20	12
chr1	107173493	107253287	-	NM_178779	Rnf152	3
chr1	107414998	107560253	-	NM_013784	Pign	31
chr1	107560437	107651708	+	NM_029349	2310035C23Rik	28
chr1	107677299	107744558	+	NM_009399	Tnfrsf11a	10
chr1	107886982	107930654	+	NM_001122676	Zcchc2	14
chr1	108049201	108068101	-	NR_040630	LOC626049	3
chr1	108068445	108290822	+	NM_133821	Phlpp1	17
chr1	108434755	108610867	-	NM_009741	Bcl2	2
chr1	108616986	108656319	-	NM_027534	Kdsr	10
chr1	108667364	108693302	-	NM_009190	Vps4b	11
chr1	108757756	108779925	+	NM_009257	Serpinb5	7
chr1	108835533	108853657	+	NM_001199213	Serpinb12	8
chr1	108877560	108897772	+	NM_172852	Serpinb13	8
chr1	108942163	108948880	-	NM_009126	Serpinb3a	8
chr1	108974769	108980057	-	NM_201376	Serpinb3d	7
chr1	109050537	109057691	-	NM_198680	Serpinb3b	8
chr1	109167777	109174948	-	NM_201363	Serpinb3c	8
chr1	109258890	109277052	+	NM_025867	Serpinb11	8
chr1	109319265	109349266	+	NM_027548	Serpinb7	8
chr1	109407999	109422177	+	NM_001174170	Serpinb2	8
chr1	109425579	109445848	+	NM_198028	Serpinb10-ps	8
chr1	109486582	109505555	+	NM_011459	Serpinb8	7
chr1	111880313	112035578	+	NM_172853	Cdh7	12
chr1	112785771	112873949	-	NM_001081386	Cdh19	12
chr1	113755278	113761495	-	NM_001081316	Dsel	2
chr1	117581713	118477251	+	NM_001077425	Cntnap5a	24
chr1	120195094	120207709	-	NM_011650	Tsn	6
chr1	120218419	120230408	+	NM_026472	Mki67ip	7
chr1	120285634	120506039	+	NM_029709	Clasp1	37
chr1	120355245	120355842	-	NR_027901	2900060B14Rik	1
chr1	120524521	120581745	+	NM_023755	Tfcp2l1	15
chr1	120730637	120950196	-	NM_001081125	Gli2	14
chr1	121312041	121318825	-	NM_008381	Inhbb	2
chr1	121366881	121401359	-	NM_022327	Ralb	5
chr1	121422730	121425560	+	NM_146103	Tmem185b	1
chr1	121441609	121545577	-	NM_145506	Epb4.1l5	25
chr1	121554669	121733648	-	NM_019933	Ptpn4	27
chr1	121804477	121809745	-	NM_175106	Tmem177	2
chr1	121820095	121891787	-	NM_001115074	Gm101	23
chr1	121903556	121960109	+	NM_001012322	Sctr	14
chr1	121963953	121970357	-	NM_019432	Tmem37	2
chr1	122009856	122017673	-	NM_007830	Dbi	4
chr1	122017763	122084766	+	NM_001172074	3110009E18Rik	5
chr1	122122992	122161857	-	NM_133186	Steap3	5
chr1	122237158	122239751	+	NM_207233	C1ql2	2
chr1	122371114	122401661	-	NM_010766	Marco	17
chr1	122499063	122504568	+	NM_010133	En1	2
chr1	122983981	123017552	+	NR_038008	B230209K01Rik	5
chr1	123200929	123224339	-	NM_133748	Insig2	6
chr1	123327643	123403037	+	NM_029955	Ccdc93	24
chr1	123406349	123425042	-	NM_010483	Htr5b	2
chr1	123450411	123464557	-	NM_025860	Ddx18	13
chr1	125228714	125942136	-	NM_199021	Dpp10	26
chr1	127289481	127332304	-	NM_023735	Actr3	12
chr1	127457592	127492261	+	NM_028787	Slc35f5	16
chr1	127573572	127770438	+	NM_027677	Gpr39	2
chr1	127768618	127808791	-	NM_145100	Lypd1	3
chr1	127810212	128389504	-	NM_172484	Nckap5	15
chr1	129101562	129379549	+	NM_145128	Mgat5	18
chr1	129386918	129574598	-	NM_028135	Tmem163	8
chr1	129625989	129664141	+	NM_001033041	Acmsd	10
chr1	129650193	129670631	-	NR_045298	2900009J06Rik	2
chr1	129670740	129701414	+	NM_028399	Ccnt2	9
chr1	129711847	129736867	-	NM_011737	Ysk4	10
chr1	129765349	129840453	+	NM_178690	Rab3gap1	24
chr1	129850762	129998985	-	NM_027678	Zranb3	21
chr1	129999882	130134312	+	NM_181750	R3hdm1	27
chr1	130098937	130099007	+	NR_029543	Mir128-1	1
chr1	130140757	130175954	+	NM_026390	Ubxn4	13
chr1	130181340	130224895	-	NM_001081078	Lct	17
chr1	130228167	130256233	-	NM_008567	Mcm6	17
chr1	130260283	130313993	-	NM_177445	Dars	16
chr1	130484775	130488876	-	NM_009911	Cxcr4	2
chr1	131169880	132115855	+	NM_172485	Thsd7b	28
chr1	132285104	132319576	-	NM_007827	Daf2	10
chr1	132335606	132359317	-	NM_010016	Cd55	10
chr1	132473282	132526183	-	NM_009581	Zp3r	12
chr1	132532497	132558195	-	NM_007576	C4bp	10
chr1	132566778	132578148	-	NR_028304	C4bp-ps1	6
chr1	132593593	132611153	-	NM_001162416	Pfkfb2	13
chr1	132613903	132618634	+	NM_178691	Yod1	2
chr1	132628552	132641199	+	NM_177604	AA986860	4
chr1	132697478	132711317	+	NM_001170632	Fcamr	7
chr1	132723260	132748826	+	NM_011082	Pigr	11
chr1	132762353	132777367	+	NM_026976	Faim3	8
chr1	132778650	132783988	-	NM_053095	Il24	6
chr1	132803768	132807873	-	NM_021380	Il20	5
chr1	132829232	132835818	-	NM_001009940	Il19	5
chr1	132916421	132921547	+	NM_010548	Il10	5
chr1	132950280	132994120	-	NM_008551	Mapkapk2	10
chr1	133025017	133034811	-	NM_145508	Dyrk3	3
chr1	133049783	133068811	+	NM_010709	Eif2d	15
chr1	133072986	133141755	-	NM_018750	Rassf5	6
chr1	133151178	133176140	-	NM_019777	Ikbke	22
chr1	133181827	133423938	-	NM_001081011	Srgap2	23
chr1	133424565	133436449	+	NM_175382	Fam72a	4
chr1	133495690	133508577	+	NM_011924	Avpr1b	2
chr1	133534890	133572084	+	NM_007799	Ctse	10
chr1	133585271	133610041	+	NM_145509	5430435G22Rik	6
chr1	133640598	133666982	+	NM_177243	Slc26a9	21
chr1	133693971	133714692	+	NM_178079	Pm20d1	13
chr1	133724588	133745440	+	NM_173865	Slc41a1	11
chr1	133763853	133769464	+	NM_144875	Rab7l1	6
chr1	133807034	133832898	+	NM_175294	Nucks1	7
chr1	133859543	133878892	+	NM_001177628	Slc45a3	5
chr1	133904181	133922261	+	NM_007923	Elk4	5
chr1	133923197	133964639	-	NM_172510	Mfsd4	11
chr1	134010123	134036262	-	NM_008795	Cdk18	16
chr1	134088012	134153959	+	NM_001033250	Lemd1	4
chr1	134094664	134094761	+	NR_029777	Mir135b	1
chr1	134195202	134203934	+	NM_144810	Klhdc8a	5
chr1	134212701	134230065	+	NM_001195025	Nuak2	8
chr1	134252891	134287858	-	NM_178874	Tmcc2	5
chr1	134314029	134363536	+	NM_172516	Dstyk	13
chr1	134373943	134402242	+	NM_172517	Rbbp5	14
chr1	134402806	134405216	+	NM_029025	Tmem81	2
chr1	134406001	134439517	-	NM_177129	Cntn2	23
chr1	134461266	134638374	-	NM_001160317	Nfasc	28
chr1	134625929	134629403	+	NR_045892	Gm10538	3
chr1	134776931	134836582	+	NM_010732	Lrrn2	2
chr1	134886421	134921925	-	NM_008575	Mdm4	12
chr1	134942588	135005265	+	NM_001099276	Pik3c2b	33
chr1	135027742	135036377	+	NM_133819	Ppp1r15b	2
chr1	135142673	135200012	+	NM_182930	Plekha6	27
chr1	135146428	135166385	-	NR_037984	Gm19461	4
chr1	135206399	135219603	+	NM_026680	Golt1a	5
chr1	135223788	135226299	+	NM_178260	Kiss1	2
chr1	135247142	135256900	+	NM_031193	Ren2	9
chr1	135247250	135256896	+	NM_031192	Ren1	9
chr1	135260148	135276895	+	NM_175443	Etnk2	8
chr1	135278876	135320789	-	NM_011439	Sox13	14
chr1	135500447	135506857	-	NM_009227	Snrpe	5
chr1	135516447	135557957	-	NM_144530	Zc3h11a	17
chr1	135552455	135557462	-	NM_001166552	Zbed6	1
chr1	135575605	135586593	-	NM_172842	Lax1	6
chr1	135599250	135650324	-	NM_001167949	Atp2b4	21
chr1	135793770	135804576	-	NM_001160420	Optc	7
chr1	135806881	135817978	-	NM_054077	Prelp	3
chr1	135934091	135944854	+	NM_021355	Fmod	3
chr1	135971441	135975732	-	NM_007570	Btg2	2
chr1	136007818	136048013	+	NM_027979	Chit1	12
chr1	136078980	136086608	+	NM_007695	Chi3l1	10
chr1	136090024	136097809	+	NM_016749	Mybph	11
chr1	136095798	136132008	-	NM_001039510	Adora1	3
chr1	136186580	136189125	+	NM_031189	Myog	3
chr1	136193359	136229505	-	NM_001144855	Ppfia4	29
chr1	136242673	136258576	-	NM_001042485	Tmem183a	8
chr1	136282516	136287560	+	NM_173771	4933406M09Rik	4
chr1	136302566	136308315	+	NM_028057	Cyb5r1	9
chr1	136312043	136328918	+	NM_028320	Adipor1	8
chr1	136352131	136387450	+	NM_153128	Klhl12	12
chr1	136391236	136404461	+	NM_145510	Rabif	2
chr1	136437521	136443599	-	NR_026896	4931440L10Rik	3
chr1	136456754	136529455	+	NM_152895	Kdm5b	27
chr1	136543257	136645994	+	NM_009307	Syt2	10
chr1	136662519	136852517	-	NM_001081307	Ppp1r12b	24
chr1	136859153	136870714	+	NM_026024	Ube2t	7
chr1	136882929	137001853	-	NM_001033409	Lgr6	18
chr1	137005074	137029152	-	NM_007955	Ptprv	38
chr1	137029301	137041897	+	NM_177081	Ptpn7	10
chr1	137043410	137052845	+	NM_026823	Arl8a	7
chr1	137056826	137064258	-	NM_134438	Gpr37l1	2
chr1	137150150	137155049	-	NM_001163131	Elf3	9
chr1	137159275	137180661	-	NM_001159624	Rnpep	10
chr1	137198111	137210314	-	NM_011590	Timm17a	6
chr1	137221389	137264642	+	NM_053106	Lmod1	3
chr1	137268032	137271640	-	NM_175259	Shisa4	5
chr1	137278891	137327068	-	NM_153774	Ipo9	24
chr1	137331156	137481932	-	NM_173437	Nav1	29
chr1	137625773	137648806	+	NM_007791	Csrp1	6
chr1	137662661	137665711	+	NM_013750	Phlda3	2
chr1	137695997	137707566	+	NM_021467	Tnni1	9
chr1	137715174	137729918	+	NM_133664	Lad1	10
chr1	137732962	137748838	+	NM_011619	Tnnt2	14
chr1	137767971	137815601	-	NM_019645	Pkp1	14
chr1	137850154	137902919	-	NM_177642	Igfn1	27
chr1	137914577	137931607	+	NM_025439	Tmem9	6
chr1	137949477	138016399	+	NM_014193	Cacna1s	43
chr1	138024295	138027760	-	NR_046170	6530439I21	3
chr1	138027977	138074591	+	NM_001039472	Kif21b	35
chr1	138110098	138130857	-	NM_028872	5730559C18Rik	10
chr1	138155490	138157450	-	NM_001101516	Gpr25	1
chr1	138164699	138242681	-	NM_001081360	Camsap2	19
chr1	138308492	138312096	-	NR_024328	9230116N13Rik	3
chr1	138311847	138336797	+	NM_026500	Ddx59	8
chr1	138364534	138428088	+	NM_001081258	Kif14	30
chr1	138521477	138526968	+	NM_177643	Zfp281	2
chr1	138579972	138587382	+	NR_045324	Gm19705	3
chr1	138592787	138622305	+	NR_037986	Gm16880	5
chr1	138740160	138850207	-	NM_001159769	Nr5a2	9
chr1	139863031	139863118	+	NR_029795	Mir181a-1	1
chr1	139863215	139863295	+	NR_029820	Mir181b-1	1
chr1	139959437	140071882	-	NM_011210	Ptprc	30
chr1	140170314	140186039	+	NM_177397	Atp6v1g3	3
chr1	140381290	140516273	-	NM_021605	Nek7	10
chr1	140536671	140578652	-	NR_040304	Gm5833	5
chr1	140721762	140744156	-	NM_010714	Lhx9	7
chr1	140748555	140753431	-	NM_001081226	2310009B15Rik	3
chr1	140860285	141072619	+	NM_001166501	Dennd1b	22
chr1	141094830	141273653	-	NM_133239	Crb1	12
chr1	141276028	141299429	+	NR_040455	4933436E23Rik	9
chr1	141318959	141349584	+	NM_172643	Zbtb41	11
chr1	141351349	141390665	+	NM_009791	Aspm	28
chr1	141398283	141420333	+	NM_031164	F13b	12
chr1	141443640	141456799	-	NM_015780	Cfhr1	6
chr1	141594495	141677816	-	NM_001160303	Gm4788	15
chr1	141706868	141755276	-	NM_001025575	Cfhr2	6
chr1	141982431	142079988	-	NM_009888	Cfh	22
chr1	142142833	142506838	+	NM_001081027	Kcnt2	28
chr1	142466752	142552979	-	NR_040604	4930590L20Rik	4
chr1	145454628	145549814	-	NM_145991	Cdc73	17
chr1	145487826	145497067	+	NM_020025	B3galt2	2
chr1	145586744	145596808	+	NM_023505	Glrx2	4
chr1	145597920	145624181	-	NM_013835	Trove2	9
chr1	145624407	145654596	+	NM_019562	Uchl5	11
chr1	145846467	145851279	-	NM_009061	Rgs2	5
chr1	145985796	146024502	-	NM_153171	Rgs13	6
chr1	146091798	146096234	-	NM_015811	Rgs1	5
chr1	146599970	146622551	-	NM_022881	Rgs18	5
chr1	148344816	148749602	+	NM_001145807	Fam5c	8
chr1	151676751	151808414	-	NM_008869	Pla2g4a	18
chr1	151923790	151946896	-	NR_015466	7530420F21Rik	5
chr1	151947253	151955142	+	NM_011198	Ptgs2	10
chr1	152166546	152181036	+	NM_001159730	Pdc	4
chr1	152167810	152193901	-	NR_040603	2310030A07Rik	4
chr1	152208440	152240185	-	NM_145511	BC003331	14
chr1	152239967	152297065	+	NM_133780	Tpr	52
chr1	152296541	152313295	-	NM_021400	Prg4	13
chr1	152409631	152840565	-	NM_001024720	Hmcn1	107
chr1	152985163	152991225	+	NR_038011	C730036E19Rik	7
chr1	153191627	153211575	+	NM_054102	Ivns1abp	15
chr1	153214828	153275565	-	NM_025819	1200016B10Rik	20
chr1	153275777	153305313	+	NM_026876	1190005F20Rik	15
chr1	153316535	153347953	-	NM_011277	Rnf2	7
chr1	153418502	153566477	+	NM_022018	Fam129a	14
chr1	153602503	153669458	+	NM_001039644	Edem3	20
chr1	153731653	153937450	-	NM_197990	1700025G04Rik	6
chr1	154217865	154233812	-	NM_025677	Tsen15	5
chr1	154246996	154357825	+	NM_177756	Glt25d2	12
chr1	154364659	154472241	-	NM_016846	Rgl1	18
chr1	154597680	154604674	+	NM_001081197	Apobec4	2
chr1	154613671	154622710	+	NM_026369	Arpc5	4
chr1	154655019	154684120	+	NM_010877	Ncf2	15
chr1	154684124	154749776	-	NM_001005507	Smg7	22
chr1	154802230	154966391	+	NM_175460	Nmnat2	11
chr1	154969885	155033577	-	NM_008485	Lamc2	24
chr1	155066051	155179916	-	NM_010683	Lamc1	28
chr1	155251315	155261363	-	NR_033736	E330020D12Rik	4
chr1	155272338	155299704	+	NM_001033162	1700012A16Rik	10
chr1	155302887	155334790	-	NM_007842	Dhx9	28
chr1	155350145	155396844	-	NM_028749	Npl	12
chr1	155500166	155544795	+	NM_026380	Rgs8	7
chr1	155568369	155584959	-	NR_046171	C230024C17	3
chr1	155587482	155592598	+	NM_011267	Rgs16	5
chr1	155596555	155611351	+	NM_011882	Rnasel	9
chr1	155626516	155691271	-	NM_001243223	Rgsl1	21
chr1	155696671	155698325	-	NM_178243	5830403L16Rik	1
chr1	155721474	155724001	+	NM_001008426	Gm5531	1
chr1	155738775	155740190	+	NM_178244	Teddm1	1
chr1	155747074	155756844	+	NM_008131	Glul	7
chr1	156048316	156052804	+	NM_001204908	Zfp648	2
chr1	156088650	156104036	-	NR_040629	4930452N14Rik	4
chr1	156239648	156573050	-	NM_009782	Cacna1e	47
chr1	156943496	156946766	-	NM_010500	Ier5	1
chr1	156975007	156993910	-	NM_008209	Mr1	6
chr1	157005832	157050647	+	NM_021433	Stx6	8
chr1	157122786	157264574	-	NM_011273	Xpr1	15
chr1	157405249	157434924	+	NM_001145781	Acbd6	4
chr1	157548823	157589157	-	NM_010712	Lhx4	6
chr1	157625284	157660029	-	NM_023268	Qsox1	13
chr1	157692093	157820385	-	NM_001039184	Cep350	38
chr1	157851728	157883610	-	NM_144791	Tor1aip1	7
chr1	157882793	157915989	+	NM_172843	Tor1aip2	7
chr1	157923095	158135156	-	NM_177838	Fam163a	5
chr1	158185425	158233479	-	NM_001134741	Tdrd5	19
chr1	158240865	158258166	+	NM_130456	Nphs2	8
chr1	158358238	158404459	-	NM_009230	Soat1	16
chr1	158488917	158579750	+	NM_009595	Abl2	12
chr1	158583747	158604470	-	NM_023141	Tor3a	6
chr1	158608701	158649041	-	NM_145413	Fam20b	8
chr1	158734296	158869757	-	NR_027640	Ralgps2	20
chr1	158769153	158791209	+	NM_028333	Angptl1	5
chr1	159029278	159038776	-	NM_028540	1700057K13Rik	9
chr1	159065313	159342726	-	NM_177644	Rasal2	18
chr1	159342482	159350367	+	NR_027984	2810025M15Rik	3
chr1	159388712	159418864	+	NM_001033284	BC026585	10
chr1	159456300	159498555	+	NM_001159986	Sec16b	26
chr1	160175399	160286391	-	NM_207583	Fam5b	8
chr1	160292434	160621917	+	NM_007495	Astn1	23
chr1	160435755	160435864	+	NR_030441	Mir488	1
chr1	160641861	160887569	-	NM_001085376	Pappa2	22
chr1	161162456	161277711	+	NM_011931	Rfwd2	20
chr1	161270437	161270555	+	NR_028518	Scarna3a	1
chr1	161270488	161270554	+	NR_039543	Mir1843b	1
chr1	161453899	161855053	+	NM_022312	Tnr	23
chr1	161974510	162008717	+	NM_001162896	4930523C07Rik	3
chr1	162004865	162008116	-	NR_038031	4930562F07Rik	3
chr1	162015162	162083706	-	NM_177839	Tnn	22
chr1	162125390	162131317	+	NM_025474	Mrps14	3
chr1	162132497	162143023	-	NM_009786	Cacybp	6
chr1	162186702	162723069	-	NM_013862	Rabgap1l	21
chr1	162506798	162507884	-	NM_001146330	Gpr52	1
chr1	162836541	162905107	+	NM_001024952	Rc3h1	20
chr1	162908736	162933145	+	NM_080844	Serpinc1	8
chr1	162947886	162964390	-	NM_173424	Zbtb37	4
chr1	162965296	162968668	+	NR_002840	Gas5	4
chr1	162967483	162967574	+	NR_039577	Mir5117	1
chr1	162968222	162968287	+	NR_028543	Snord47	1
chr1	162970743	163000763	-	NM_172644	Dars2	17
chr1	163001022	163016474	+	NM_027429	Cenpl	4
chr1	163018508	163061610	-	NM_001039482	Klhl20	12
chr1	163072842	163100638	+	NM_028664	Ankrd45	7
chr1	163086973	163089445	-	NM_001195189	4930469G21Rik	2
chr1	163170242	163181297	-	NM_007453	Prdx6	5
chr1	163325568	163348337	+	NM_009452	Tnfsf4	3
chr1	163424787	163435421	+	NM_183391	Tnfsf18	3
chr1	163710822	163718626	-	NM_010177	Fasl	4
chr1	163746242	163806792	-	NM_172645	AI848100	24
chr1	163872219	163899279	-	NM_001204905	4930558K02Rik	7
chr1	163899318	163903566	+	NM_026078	Pigc	2
chr1	163920353	164408165	-	NM_172646	Dnm3	20
chr1	163935099	163946616	+	NR_040562	2810442N19Rik	3
chr1	164147753	164155681	+	NR_002870	Dnm3os	1
chr1	164147944	164148054	+	NR_029810	Mir199a-2	1
chr1	164153498	164153608	+	NR_029796	Mir214	1
chr1	164463802	164478476	-	NM_144877	Mettl13	8
chr1	164500958	164529209	+	NM_016796	Vamp4	8
chr1	164569280	164579825	+	NM_010865	Myoc	3
chr1	164577373	164588350	-	NM_001177581	7420461P10Rik	4
chr1	164601915	164670687	-	NM_001081290	Prrc2c	35
chr1	164724013	164742680	-	NM_144878	Fmo4	9
chr1	164759691	164796679	-	NM_010231	Fmo1	9
chr1	164805177	164828843	-	NM_018881	Fmo2	9
chr1	164846681	164867356	-	NM_001178038	Fmo6	8
chr1	164883930	164914622	-	NM_008030	Fmo3	9
chr1	164954432	165015801	-	NM_030071	4921528O07Rik	22
chr1	165175249	165243781	-	NM_011127	Prrx1	4
chr1	165315039	165333772	-	NM_178883	Gorab	5
chr1	165633123	165655363	-	NM_001143956	Mettl11b	4
chr1	165709809	165847231	+	NM_010629	Kifap3	21
chr1	165860194	165885257	+	NM_028776	Scyl3	14
chr1	165884138	165924912	-	NM_201364	BC055324	24
chr1	165925075	165927374	+	NM_027279	2810422O20Rik	2
chr1	165978364	165987808	+	NM_011345	Sele	14
